image_name,building_uid,ymin,xmin,ymax,xmax,footprint_sq_px,prob_no_damage,prob_minor,prob_major,prob_destroyed
palu-tsunami_00000097_post_disaster.jpg,9f22f9a6-fa05-4bec-9018-9fea58743172,43,335,92,356,1029,0.984,0.0045,0.0051,0.0064
palu-tsunami_00000097_post_disaster.jpg,1991870a-e74d-4c37-b2b6-a76659e2a62a,82,400,124,439,1638,0.8431,0.0342,0.09,0.0327
palu-tsunami_00000097_post_disaster.jpg,08300df8-4412-4f99-ad4c-2425d1d5ebdc,84,428,110,445,442,0.8607,0.0249,0.0785,0.0359
palu-tsunami_00000097_post_disaster.jpg,c194c42b-302a-499e-85de-eb7e19839de4,37,444,92,470,1430,0.6467,0.0197,0.0495,0.2841
palu-tsunami_00000097_post_disaster.jpg,c410ca05-9957-4ddd-a0c0-748c8d4fd588,22,366,67,454,3960,0.8212,0.0361,0.0968,0.0458
palu-tsunami_00000097_post_disaster.jpg,7221b693-ac05-4812-b894-331ca4845c1f,60,417,86,449,832,0.7234,0.0086,0.0544,0.2136
palu-tsunami_00000097_post_disaster.jpg,54ecf6b4-ba35-4be7-b980-868e79738610,55,388,79,414,624,0.3143,0.0795,0.0851,0.5211
palu-tsunami_00000097_post_disaster.jpg,8e8c695c-7981-4dbe-9056-24f5f914f4f4,54,466,83,495,841,0.8124,0.0794,0.0566,0.0516
palu-tsunami_00000097_post_disaster.jpg,005811e8-7bdf-4866-8d08-e5d0dad93b62,62,512,76,525,182,0.2624,0.0266,0.0543,0.6567
palu-tsunami_00000097_post_disaster.jpg,e35b060e-d552-495d-af44-366c287d9c71,50,514,64,527,182,0.1786,0.0102,0.029,0.7822
palu-tsunami_00000097_post_disaster.jpg,c579da75-d5d1-4688-913f-ea658c014552,31,469,64,517,1584,0.9825,0.0026,0.0097,0.0052
palu-tsunami_00000097_post_disaster.jpg,f55fdd6b-7104-42e1-9a04-07c4105b8da9,20,448,48,475,756,0.9726,0.0067,0.01,0.0108
palu-tsunami_00000097_post_disaster.jpg,241e804b-a672-4be0-915a-9f7f46a498fa,0,369,30,443,2220,0.9309,0.0182,0.0253,0.0256
palu-tsunami_00000097_post_disaster.jpg,392c74c3-036c-4805-a55e-1ca67aff355a,0,440,22,482,924,0.9772,0.0108,0.0083,0.0037
palu-tsunami_00000097_post_disaster.jpg,c5ddc0dd-439a-457a-9ab1-acf7ce38842b,79,707,128,759,2548,0.8946,0.0736,0.0308,0.0011
palu-tsunami_00000097_post_disaster.jpg,8183fefd-509d-4fab-8ff6-d31c79f311db,26,717,85,764,2773,0.9258,0.0421,0.0306,0.0014
palu-tsunami_00000097_post_disaster.jpg,84381347-8b71-47cb-b8b1-c00102c46d73,138,700,166,714,392,0.9012,0.0064,0.0227,0.0698
palu-tsunami_00000097_post_disaster.jpg,598573da-f336-410a-82d6-5a5608d24311,130,754,185,855,5555,0.9223,0.0561,0.0198,0.0018
palu-tsunami_00000097_post_disaster.jpg,28167c8a-f15a-4024-9c63-d15a58e0ebde,84,761,149,865,6760,0.7136,0.1045,0.1783,0.0036
palu-tsunami_00000097_post_disaster.jpg,9e66d280-17b8-48bc-bffb-9850667cb634,53,770,104,872,5202,0.7646,0.098,0.1308,0.0066
palu-tsunami_00000097_post_disaster.jpg,21b1e1e9-51be-46c0-baf8-6e5e395da90a,42,225,89,292,3149,0.1191,0.2581,0.1279,0.4949
palu-tsunami_00000097_post_disaster.jpg,9466af32-9048-425e-9e60-2735696aad97,33,202,81,238,1728,0.7381,0.1263,0.1247,0.0108
palu-tsunami_00000097_post_disaster.jpg,b9eda097-e048-4218-bdd3-f05eab4b28e9,3,239,50,300,2867,0.7028,0.0077,0.2813,0.0081
palu-tsunami_00000097_post_disaster.jpg,49dc1410-069e-41a3-879b-baaf84d1eb8f,6,211,41,246,1225,0.9048,0.0056,0.0821,0.0075
palu-tsunami_00000097_post_disaster.jpg,c8d14ab4-5d2d-466d-9026-f7e28ab450f0,0,222,8,276,432,0.7638,0.023,0.1721,0.0411
palu-tsunami_00000097_post_disaster.jpg,01ae7552-3dde-44ff-aafe-d3c43e78554c,15,184,59,219,1540,0.822,0.1114,0.0593,0.0073
palu-tsunami_00000097_post_disaster.jpg,3fe16be3-ebf1-4457-8e9a-7ef62efd0636,0,210,5,224,70,0.4274,0.1703,0.1869,0.2154
palu-tsunami_00000097_post_disaster.jpg,8228e726-f27c-4ba1-8b77-b36e2ba95980,134,5,174,53,1920,0.8689,0.0182,0.1029,0.01
palu-tsunami_00000097_post_disaster.jpg,860dc2d4-7e09-4fa4-b29e-cf451486a771,127,45,153,66,546,0.5292,0.0509,0.251,0.1689
palu-tsunami_00000097_post_disaster.jpg,e1a9e150-853b-415a-bb6d-757f761fe6ad,96,12,141,55,1935,0.8743,0.0194,0.0663,0.04
palu-tsunami_00000097_post_disaster.jpg,e00a82b5-56fe-4fe6-a56b-4232a2f501ff,100,50,129,67,493,0.4935,0.1407,0.1718,0.1941
palu-tsunami_00000097_post_disaster.jpg,b47a1565-c88e-4019-8fda-36c5ff89bfdb,94,1,134,21,800,0.5595,0.0762,0.189,0.1753
palu-tsunami_00000097_post_disaster.jpg,3912b647-eedb-43c2-8369-721fab490f68,172,1,219,32,1457,0.7121,0.0961,0.1726,0.0192
palu-tsunami_00000097_post_disaster.jpg,11e38fa8-d3ed-4b9a-be7d-882b939ff537,182,28,199,43,255,0.6205,0.0401,0.1126,0.2269
palu-tsunami_00000097_post_disaster.jpg,a1c29811-57fd-4e4b-ac5a-efb3960ea31c,346,1,382,13,432,0.6263,0.1124,0.1736,0.0877
palu-tsunami_00000097_post_disaster.jpg,c8e22d54-2854-46c4-b342-e6f79d9276c7,318,1,342,21,480,0.5605,0.0503,0.0488,0.3404
palu-tsunami_00000097_post_disaster.jpg,bfb60e20-6b7b-4abe-86de-4d153599ec16,284,1,318,20,646,0.9028,0.0246,0.0363,0.0363
palu-tsunami_00000097_post_disaster.jpg,84b08173-904f-422a-a5b1-312b83d1a6ab,237,1,285,18,816,0.1942,0.0747,0.1239,0.6072
palu-tsunami_00000097_post_disaster.jpg,c4eebf61-1279-430e-9620-ee914318bf8d,446,228,473,246,486,0.9405,0.0048,0.0224,0.0323
palu-tsunami_00000097_post_disaster.jpg,fa061d01-bbbc-485c-8d69-cc347faf515f,443,189,472,231,1218,0.9153,0.0178,0.0344,0.0325
palu-tsunami_00000097_post_disaster.jpg,a7d48138-664f-4c47-8e5a-9f4c3f0f26da,407,187,449,238,2142,0.9322,0.0205,0.0457,0.0015
palu-tsunami_00000097_post_disaster.jpg,80a16556-f8f4-4495-b9d4-f7e555b36bdb,412,228,425,241,169,0.8425,0.0044,0.0512,0.1019
